,open,high,low,close,volume
2024-04-09,151.55,152.5301,150.94,152.29,6123911.0
2024-04-08,151.99,153.035,151.56,151.59,5885786.0
2024-04-05,152.03,153.01,151.61,152.39,6633648.0
2024-04-04,155.31,155.5,152.41,152.5,6889902.0
2024-04-03,157.79,158.05,154.25,154.26,8031185.0
2024-04-02,156.57,157.83,155.95,157.73,5958536.0
2024-04-01,157.72,158.15,156.77,157.78,4078511.0
2024-03-28,158.2,159.14,158.11,158.19,6181503.0
2024-03-27,155.99,158.22,155.44,157.96,8461600.0
2024-03-26,155.61,156.23,154.76,155.77,6864099.0
2024-03-25,155.4,155.9836,154.9,155.22,7498100.0
2024-03-22,155.69,156.36,155.11,155.23,7248622.0
2024-03-21,155.59,156.95,155.1,155.75,5915777.0
2024-03-20,155.7,156.44,155.21,155.76,5982304.0
2024-03-19,156.67,156.86,155.66,156.21,7840624.0
2024-03-18,158.57,158.69,156.5,156.76,6602255.0
2024-03-15,158.06,159.19,157.1,158.18,13165500.0
2024-03-14,160.94,161.54,158.69,159.21,6940154.0
2024-03-13,162.53,162.68,159.81,161.1,6183789.0
2024-03-12,161.58,163.11,161.13,162.74,8010330.0
2024-03-11,159.49,161.32,158.88,161.23,4613404.0
2024-03-08,158.87,160.39,158.425,159.52,5283951.0
2024-03-07,160.0,160.36,158.24,158.87,5188726.0
2024-03-06,159.46,160.93,159.22,159.34,5773683.0
2024-03-05,160.62,161.24,159.2,159.97,8298182.0
2024-03-04,161.32,161.61,158.27,159.84,8533083.0
2024-03-01,161.83,162.57,161.09,162.12,5670135.0
2024-02-29,162.0,162.19,160.94,161.38,9849270.0
2024-02-28,161.0,161.61,160.29,161.55,6071076.0
2024-02-27,160.34,161.04,159.64,160.98,5078650.0
2024-02-26,161.8,162.01,160.57,160.79,5465417.0
2024-02-23,160.88,162.25,160.16,161.84,6725963.0
2024-02-22,158.98,160.74,157.77,160.45,8065010.0
2024-02-21,158.02,158.69,157.1312,158.68,7473300.0
2024-02-20,156.56,158.61,156.44,157.86,9501742.0
2024-02-16,156.6,157.255,155.67,156.55,8540961.0
2024-02-15,155.98,158.475,155.89,157.92,7462529.0
2024-02-14,156.35,156.46,154.84,155.74,9098805.0
2024-02-13,157.64,158.45,155.75,156.47,8621022.0
2024-02-12,156.58,158.41,156.35,157.85,6701508.0
2024-02-09,156.27,157.2,155.67,156.76,6529202.0
2024-02-08,157.34,157.34,155.31,156.4,9754960.0
2024-02-07,157.8,159.37,157.69,157.98,8690294.0
2024-02-06,155.83,158.73,155.6,158.06,9230611.0
2024-02-05,156.61,156.89,155.34,155.8,9121808.0
2024-02-02,157.97,158.31,155.94,156.61,8295916.0
2024-02-01,158.16,158.49,157.05,158.36,8012122.0
2024-01-31,160.4,160.62,158.67,158.9,8257029.0
2024-01-30,159.35,159.76,158.13,158.77,7200538.0
2024-01-29,159.01,160.0699,158.96,159.36,6483190.0
2024-01-26,160.43,160.74,159.3601,159.5,5591930.0
2024-01-25,159.0,159.62,158.47,159.56,5478898.0
2024-01-24,159.75,160.6,158.16,158.96,6586273.0
2024-01-23,159.66,160.5075,156.91,159.81,9149777.0
2024-01-22,162.0,163.58,161.34,162.47,6824156.0
2024-01-19,161.15,161.9226,160.28,161.68,7071320.0
2024-01-18,160.0,161.37,159.69,161.21,5368502.0
2024-01-17,160.25,161.3,159.87,160.43,5072104.0
2024-01-16,161.57,162.25,160.18,160.52,6923174.0
2024-01-12,161.84,162.47,161.69,162.39,4496942.0
2024-01-11,162.07,162.199,160.78,161.15,4946015.0
2024-01-10,161.825,162.62,161.2,161.87,4945088.0
2024-01-09,161.63,163.28,160.595,161.63,6357014.0
